Date_time,consumption,precipitation,temperature,irradiance_surface,irradiance_toa,snowfall,snow_mass,cloud_cover,air_density
01/01/2016 00:00,26277.24,0.165,-4.499,0,0,0.1299,5.9283,0.6064,1.2168
01/01/2016 01:00,24991.82,0.1963,-4.53,0,0,0.1561,6.0736,0.618,1.2169
01/01/2016 02:00,23532.61,0.2221,-4.565,0,0,0.1669,6.2394,0.6026,1.2172
01/01/2016 03:00,22464.78,0.233,-4.638,0,0,0.1746,6.4167,0.6008,1.2178
01/01/2016 04:00,22002.91,0.242,-4.712,0.6591,3.9942,0.2111,6.6144,0.5979,1.2186
01/01/2016 05:00,21957.08,0.2458,-4.588,25.187,92.0358,0.2262,6.8319,0.5696,1.2193
01/01/2016 06:00,22203.54,0.2372,-3.654,113.3641,295.456,0.2181,7.0471,0.5589,1.2185
01/01/2016 07:00,21844.16,0.2317,-2.725,205.37,469.6375,0.2102,7.242,0.5638,1.2166
01/01/2016 08:00,23094.73,0.2298,-2.125,264.1535,587.9892,0.2002,7.4098,0.5746,1.215
01/01/2016 09:00,25202.27,0.2143,-1.75,290.8132,642.4158,0.1831,7.5519,0.5759,1.2133
01/01/2016 10:00,27224.96,0.2031,-1.496,285.918,629.2447,0.1692,7.6783,0.5651,1.2117
01/01/2016 11:00,28908.04,0.1905,-1.391,247.9589,549.385,0.161,7.8014,0.5506,1.2105
01/01/2016 12:00,28789.25,0.1685,-1.54,180.0747,408.2219,0.1453,7.9259,0.5327,1.2101
01/01/2016 13:00,29367.7,0.1408,-2.107,90.5674,215.8064,0.1233,8.0478,0.5058,1.2106
01/01/2016 14:00,29548.32,0.1141,-3.354,12.6925,33.7799,0.102,8.1593,0.4704,1.212
01/01/2016 15:00,29390.89,0.0961,-4.129,0,0,0.0868,8.255,0.4187,1.2137
01/01/2016 16:00,30734.97,0.0809,-4.565,0,0,0.0739,8.3365,0.376,1.2154
01/01/2016 17:00,32048.02,0.064,-4.984,0,0,0.0593,8.4038,0.3384,1.2169
01/01/2016 18:00,31438.11,0.1076,-5.377,0,0,0.101,8.4886,0.2997,1.2183
01/01/2016 19:00,30728.47,0.0772,-5.712,0,0,0.0708,8.5753,0.2789,1.2195
01/01/2016 20:00,30166.14,0.0608,-6.004,0,0,0.054,8.6395,0.2675,1.2207
01/01/2016 21:00,29461.28,0.053,-6.221,0,0,0.045,8.692,0.2501,1.2213
01/01/2016 22:00,29242.83,0.047,-6.459,0,0,0.039,8.7377,0.2466,1.2217
01/01/2016 23:00,28069.09,0.0411,-6.673,0,0,0.0324,8.7774,0.264,1.2222
01/02/2016 00:00,26224.6,0.0379,-6.848,0,0,0.0307,8.8127,0.296,1.2228
01/02/2016 01:00,24708.58,0.0354,-6.969,0,0,0.032,8.8464,0.3376,1.2233
01/02/2016 02:00,23771.58,0.0349,-7.037,0,0,0.0316,8.8792,0.337,1.2238
01/02/2016 03:00,22921.29,0.0369,-7.132,0,0,0.0327,8.9127,0.3432,1.2247
01/02/2016 04:00,22870.89,0.037,-7.204,1.1727,4.1097,0.0319,8.9467,0.3546,1.2257
01/02/2016 05:00,23325.63,0.0371,-6.758,41.5741,93.0635,0.0318,8.9799,0.3426,1.2264
01/02/2016 06:00,23604.98,0.0351,-5.018,165.0335,296.9656,0.0298,9.0091,0.3156,1.225
01/02/2016 07:00,24022.7,0.0327,-3.157,291.4398,471.2546,0.0263,9.0205,0.3242,1.2214
01/02/2016 08:00,26930.48,0.0306,-1.92,375.26,589.6933,0.0231,8.9854,0.3312,1.2176
01/02/2016 09:00,30043.6,0.0262,-1.198,406.7679,644.1513,0.0188,8.9098,0.3494,1.2145
01/02/2016 10:00,32102.38,0.0237,-0.821,386.5533,630.9738,0.016,8.8232,0.37,1.2123
01/02/2016 11:00,33431.89,0.0277,-0.733,321.5869,551.0712,0.0134,8.7531,0.3822,1.211
01/02/2016 12:00,32910.61,0.0319,-0.975,221.6665,409.8228,0.0116,8.7159,0.3702,1.2107
01/02/2016 13:00,32887.61,0.0343,-1.889,104.1614,217.2811,0.012,8.7146,0.3363,1.2115
01/02/2016 14:00,32796.18,0.0342,-3.646,12.1105,34.4332,0.0135,8.7328,0.3317,1.2133
01/02/2016 15:00,32594.55,0.038,-4.433,0,0,0.0148,8.7563,0.3365,1.2153
01/02/2016 16:00,33358.47,0.045,-4.779,0,0,0.0174,8.7847,0.3357,1.217
01/02/2016 17:00,34387.95,0.0556,-5.117,0,0,0.0191,8.8185,0.3391,1.2185
01/02/2016 18:00,33591.26,0.0209,-5.468,0,0,0.0108,8.842,0.3385,1.2198
01/02/2016 19:00,32648.83,0.0183,-5.775,0,0,0.0105,8.8544,0.3427,1.2209
01/02/2016 20:00,31897.73,0.0161,-6.03,0,0,0.0115,8.8652,0.3368,1.222
01/02/2016 21:00,31049.2,0.0167,-6.194,0,0,0.0129,8.8757,0.3206,1.2226
01/02/2016 22:00,30906.43,0.022,-6.336,0,0,0.0186,8.89,0.2925,1.2229
01/02/2016 23:00,29621.09,0.0214,-6.402,0,0,0.0186,8.9063,0.3088,1.2231
01/03/2016 00:00,27613.96,0.0209,-6.418,0,0,0.0184,8.9219,0.3233,1.2232
01/03/2016 01:00,25779.28,0.0155,-6.383,0,0,0.0124,8.9338,0.3593,1.223
01/03/2016 02:00,24566.31,0.0175,-6.331,0,0,0.0111,8.9435,0.372,1.2228
01/03/2016 03:00,23878.42,0.018,-6.335,0,0,0.0107,8.9536,0.3841,1.223
01/03/2016 04:00,23511.38,0.0186,-6.375,1.643,4.2387,0.0092,8.9634,0.398,1.2235
01/03/2016 05:00,23672.32,0.0225,-5.956,46.1873,94.1972,0.0107,8.9742,0.4313,1.2236
01/03/2016 06:00,23827.08,0.0265,-4.171,158.3176,298.6109,0.0135,8.9866,0.432,1.2215
01/03/2016 07:00,23405.11,0.0291,-2.189,275.7114,473.007,0.0155,8.9884,0.453,1.2165
01/03/2016 08:00,24638.72,0.0306,-0.798,355.3257,591.5067,0.016,8.9527,0.498,1.2112
01/03/2016 09:00,26802.38,0.0298,0.118,384.9045,646.0555,0.0149,8.8714,0.5517,1.2064
01/03/2016 10:00,28779.88,0.033,0.691,362.9837,632.8652,0.0146,8.76,0.592,1.2025
01/03/2016 11:00,30204.3,0.0396,0.929,289.6571,552.8987,0.0153,8.6544,0.6399,1.1997
01/03/2016 12:00,30588.3,0.0578,0.76,181.0047,411.5848,0.017,8.5929,0.6882,1.1982
01/03/2016 13:00,30902.63,0.0816,-0.13,70.0745,218.8888,0.0251,8.5885,0.728,1.1982
01/03/2016 14:00,31056.47,0.108,-1.666,5.8361,35.1526,0.0352,8.6214,0.7807,1.1993
01/03/2016 15:00,30979.53,0.1583,-2.202,0,0,0.0416,8.6669,0.8184,1.2006
01/03/2016 16:00,32297.46,0.2509,-2.326,0,0,0.0677,8.7287,0.8463,1.2015
01/03/2016 17:00,33462.96,0.362,-2.384,0,0,0.0916,8.8156,0.8714,1.2017
01/03/2016 18:00,33151.03,0.7059,-2.439,0,0,0.1081,8.9161,0.8857,1.2015
01/03/2016 19:00,32450.21,0.6765,-2.425,0,0,0.1745,9.0514,0.8921,1.2008
01/03/2016 20:00,32093.93,0.6248,-2.297,0,0,0.1595,9.1988,0.9133,1.1996
01/03/2016 21:00,31315.16,0.6418,-2,0,0,0.1245,9.3072,0.9286,1.1971
01/03/2016 22:00,31014.19,0.71,-1.491,0,0,0.1209,9.3803,0.9372,1.1931
01/03/2016 23:00,29462.06,0.7885,-0.969,0,0,0.1173,9.4135,0.9363,1.1897
01/04/2016 00:00,27103.09,0.7586,-0.556,0,0,0.1253,9.4121,0.9319,1.1871
01/04/2016 01:00,25439.84,0.6243,-0.288,0,0,0.1126,9.3784,0.9229,1.1852
01/04/2016 02:00,24395.07,0.5215,-0.232,0,0,0.109,9.3415,0.8998,1.1848
01/04/2016 03:00,23961.03,0.4266,-0.432,0,0,0.1288,9.3351,0.8539,1.1861
01/04/2016 04:00,23860.63,0.3793,-0.711,1.2572,4.382,0.1355,9.364,0.8266,1.1878
01/04/2016 05:00,24418.47,0.3585,-0.585,25.7797,95.4366,0.1283,9.3967,0.8574,1.1884
01/04/2016 06:00,25708.59,0.3584,0.194,81.5632,300.3873,0.1297,9.4111,0.8642,1.1875
01/04/2016 07:00,27455.39,0.4091,1.079,141.8138,474.9322,0.1489,9.4082,0.8468,1.1855
01/04/2016 08:00,32982.07,0.4054,1.78,184.8547,593.5178,0.1464,9.3713,0.8306,1.1829
01/04/2016 09:00,37175.84,0.3308,2.344,210.6944,648.0769,0.1245,9.2879,0.7994,1.1802
01/04/2016 10:00,38606.67,0.2623,2.744,216.4782,634.906,0.1126,9.1627,0.7585,1.1779
01/04/2016 11:00,39659.57,0.2299,2.942,192.8536,554.8737,0.1093,9.0408,0.7455,1.1765
01/04/2016 12:00,38416.32,0.2213,2.888,135.0264,413.4812,0.1124,8.9631,0.7213,1.176
01/04/2016 13:00,39279.26,0.2186,2.448,67.7245,220.6431,0.123,8.9599,0.7405,1.1764
01/04/2016 14:00,39661.98,0.2273,1.481,9.3365,35.9485,0.1423,9.0355,0.8039,1.1775
01/04/2016 15:00,39211,0.2137,1.058,0,0,0.1478,9.1521,0.844,1.1784
01/04/2016 16:00,39760.12,0.201,0.911,0,0,0.1482,9.2749,0.8571,1.1787
01/04/2016 17:00,39633.29,0.2039,0.894,0,0,0.1587,9.4028,0.8701,1.1785
01/04/2016 18:00,37621.41,0.2135,0.973,0,0,0.163,9.536,0.8624,1.1779
01/04/2016 19:00,35954.18,0.2167,1.09,0,0,0.1441,9.6588,0.8702,1.177
01/04/2016 20:00,35114.12,0.2601,1.2,0,0,0.1221,9.7594,0.8767,1.1761
01/04/2016 21:00,34066.4,0.3403,1.368,0,0,0.1026,9.8351,0.9007,1.1747
01/04/2016 22:00,33686.83,0.3533,1.604,0,0,0.0867,9.8876,0.9278,1.1732
01/04/2016 23:00,31733.54,0.4089,1.898,0,0,0.0763,9.9214,0.9341,1.1716
01/05/2016 00:00,29244.38,0.4575,2.173,0,0,0.0723,9.9425,0.9263,1.1701
01/05/2016 01:00,27637.23,0.5547,2.398,0,0,0.0682,9.9542,0.9305,1.1686
01/05/2016 02:00,26335.78,0.583,2.612,0,0,0.069,9.9582,0.9386,1.1672
01/05/2016 03:00,25870.23,0.5528,2.809,0,0,0.084,9.9631,0.9511,1.1663
01/05/2016 04:00,25975.07,0.5577,3.023,0.9538,4.5408,0.107,9.9733,0.9702,1.1656
01/05/2016 05:00,26318.48,0.6119,3.382,16.6504,96.7844,0.136,9.9936,0.977,1.1649
01/05/2016 06:00,27109.29,0.6895,4.036,55.3739,302.3161,0.1832,10.0234,0.9775,1.1638
01/05/2016 07:00,28570.22,0.7501,4.683,99.1247,476.9759,0.2016,10.0327,0.9744,1.162
01/05/2016 08:00,33106,0.7931,5.214,130.0739,595.675,0.2064,9.9987,0.9723,1.1603
01/05/2016 09:00,36657.12,0.7289,5.533,146.129,650.2947,0.179,9.9199,0.9566,1.1589
01/05/2016 10:00,37776.49,0.6342,5.696,161.6684,637.0972,0.1543,9.8097,0.9225,1.1584
01/05/2016 11:00,38664.22,0.5373,5.793,157.2421,557.0293,0.1257,9.7042,0.8647,1.1581
01/05/2016 12:00,37522.11,0.4439,5.78,125.3698,415.5254,0.0925,9.6166,0.7835,1.1582
01/05/2016 13:00,37820.69,0.3741,5.416,66.3217,222.5245,0.0845,9.564,0.8128,1.1592
01/05/2016 14:00,38086.11,0.3122,4.517,9.7474,36.8154,0.0752,9.5498,0.8634,1.1607
01/05/2016 15:00,37834.89,0.2493,4.047,0,0,0.0769,9.5527,0.852,1.1626
01/05/2016 16:00,38599.34,0.2176,3.902,0,0,0.085,9.5706,0.8902,1.1641
01/05/2016 17:00,38669.63,0.2094,3.769,0,0,0.0983,9.6092,0.9144,1.165
01/05/2016 18:00,36954.78,0.2217,3.629,0,0,0.1236,9.6788,0.9096,1.1654
01/05/2016 19:00,35306.11,0.1874,3.597,0,0,0.1079,9.7576,0.9162,1.1657
01/05/2016 20:00,34301.59,0.1543,3.639,0,0,0.0887,9.8193,0.9304,1.1658
01/05/2016 21:00,33400.82,0.1345,3.716,0,0,0.0722,9.8617,0.9313,1.1658
01/05/2016 22:00,33359.37,0.1376,3.75,0,0,0.0545,9.8867,0.9106,1.1658
01/05/2016 23:00,31629.97,0.1536,3.819,0,0,0.0397,9.898,0.9281,1.1658
01/06/2016 00:00,29189.27,0.1946,3.949,0,0,0.0318,9.8986,0.9178,1.1655
01/06/2016 01:00,27614.02,0.2365,4.071,0,0,0.0276,9.8921,0.8843,1.165
01/06/2016 02:00,26578.97,0.2758,4.157,0,0,0.0248,9.8822,0.8579,1.1646
01/06/2016 03:00,25719.19,0.2976,4.242,0,0,0.0221,9.87,0.8517,1.1647
01/06/2016 04:00,25864.63,0.2712,4.338,0.8375,4.7159,0.0196,9.8551,0.8575,1.1647
01/06/2016 05:00,25918.59,0.2108,4.637,21.532,98.2414,0.0169,9.8296,0.8507,1.1644
01/06/2016 06:00,27091.94,0.1412,5.644,83.362,304.3811,0.0131,9.757,0.8399,1.163
01/06/2016 07:00,28533.05,0.0878,6.821,160.7483,479.1972,0.0119,9.6074,0.8433,1.1595
01/06/2016 08:00,33203.34,0.0574,7.945,229.2312,597.9707,0.0104,9.3768,0.8375,1.155
01/06/2016 09:00,36257.22,0.0409,8.89,277.1388,652.6257,0.0079,9.0824,0.8137,1.1504
01/06/2016 10:00,37212.91,0.0345,9.51,279.2199,639.4485,0.005,8.7703,0.781,1.1468
01/06/2016 11:00,37844.74,0.0333,9.783,254.6683,559.3365,0.0033,8.4863,0.8166,1.1446
01/06/2016 12:00,36194.13,0.0321,9.641,189.3006,417.7286,0.0027,8.2737,0.8731,1.1437
01/06/2016 13:00,36542.73,0.0329,8.844,90.3545,224.5576,0.0028,8.1423,0.8975,1.1441
01/06/2016 14:00,36847.22,0.0364,7.5,12.1972,37.7551,0.0037,8.0687,0.8597,1.1456
01/06/2016 15:00,36433.88,0.0454,6.948,0,0,0.0049,8.013,0.9066,1.1473
01/06/2016 16:00,37581.09,0.0561,6.909,0,0,0.0063,7.9543,0.919,1.1488
01/06/2016 17:00,37304.52,0.0588,6.863,0,0,0.0077,7.8906,0.9355,1.1496
01/06/2016 18:00,35832,0.0599,6.824,0,0,0.0072,7.8262,0.9456,1.1501
01/06/2016 19:00,34499.94,0.0601,6.83,0,0,0.0086,7.76,0.9522,1.1501
01/06/2016 20:00,33670,0.0564,6.844,0,0,0.0103,7.6953,0.9684,1.1501
01/06/2016 21:00,32931.12,0.0497,6.909,0,0,0.0112,7.6361,0.9705,1.1493
01/06/2016 22:00,32913.06,0.0507,7.024,0,0,0.0113,7.582,0.9743,1.1481
01/06/2016 23:00,31450.65,0.0559,7.134,0,0,0.0098,7.528,0.9797,1.1472
01/07/2016 00:00,28763.95,0.0737,7.199,0,0,0.0072,7.4733,0.9831,1.1465
01/07/2016 01:00,27284.84,0.1145,7.256,0,0,0.0071,7.419,0.9829,1.1458
01/07/2016 02:00,26321.95,0.1576,7.448,0,0,0.0068,7.3633,0.9855,1.1447
01/07/2016 03:00,25748.49,0.1696,7.475,0,0,0.007,7.3039,0.9855,1.1447
01/07/2016 04:00,25636.58,0.2381,7.404,0.7663,4.9075,0.0076,7.2387,0.9805,1.1449
01/07/2016 05:00,25932.52,0.3414,7.54,13.648,99.8057,0.0082,7.1699,0.9829,1.1441
01/07/2016 06:00,26963.74,0.5294,7.82,46.9671,306.5895,0.008,7.0805,0.9838,1.1435
01/07/2016 07:00,28444.83,0.6811,8.058,90.3046,481.5434,0.0085,6.9629,0.9818,1.1429
01/07/2016 08:00,32804.27,0.9361,8.241,116.3538,600.4208,0.0101,6.8204,0.9802,1.1421
01/07/2016 09:00,35608.3,0.7812,8.342,123.0882,655.1232,0.0128,6.6628,0.9814,1.1408
01/07/2016 10:00,36500.83,0.7526,8.308,112.8426,641.9449,0.024,6.5057,0.9766,1.1398
01/07/2016 11:00,37350.92,0.5915,8.181,104.1226,561.7751,0.041,6.3815,0.9684,1.1393
01/07/2016 12:00,35900.99,0.522,7.84,72.1694,420.0479,0.0584,6.314,0.9541,1.1399
01/07/2016 13:00,36800.39,0.4847,7.298,36.5365,226.7078,0.0627,6.2953,0.9298,1.1413
01/07/2016 14:00,37376.83,0.4459,6.642,5.5527,38.7734,0.0563,6.297,0.9142,1.1435
01/07/2016 15:00,37100.43,0.4529,6.027,0,0,0.0571,6.2998,0.902,1.1466
01/07/2016 16:00,37668.65,0.4745,5.467,0,0,0.0654,6.3052,0.8905,1.1497
01/07/2016 17:00,37906.99,0.5527,4.947,0,0,0.1107,6.3401,0.8614,1.1523
01/07/2016 18:00,35841.62,0.7496,4.455,0,0,0.1708,6.4357,0.8318,1.1543
01/07/2016 19:00,34621.65,0.611,4.073,0,0,0.1714,6.5669,0.8028,1.1558
01/07/2016 20:00,33784.72,0.6622,3.708,0,0,0.1783,6.7033,0.7567,1.157
01/07/2016 21:00,32638.14,0.8455,3.56,0,0,0.165,6.8386,0.7248,1.1574
01/07/2016 22:00,32739.98,0.7024,3.554,0,0,0.1415,6.9569,0.7344,1.1572
01/07/2016 23:00,31092.87,0.6166,3.513,0,0,0.1585,7.0731,0.7262,1.1576
01/08/2016 00:00,28602.02,0.4881,3.348,0,0,0.1622,7.1952,0.6844,1.1582
01/08/2016 01:00,27112.37,0.349,3.139,0,0,0.1289,7.2997,0.6445,1.1588
01/08/2016 02:00,25975.34,0.3159,2.945,0,0,0.1272,7.3834,0.5675,1.1596
01/08/2016 03:00,25315.55,0.3194,2.597,0,0,0.1183,7.4582,0.5317,1.1613
01/08/2016 04:00,25128.15,0.3174,2.234,1.0237,5.1168,0.091,7.5129,0.503,1.1634
01/08/2016 05:00,25356.22,0.3332,2.253,27.2542,101.4799,0.0833,7.5463,0.4965,1.1653
01/08/2016 06:00,26338.72,0.354,3.418,120.5475,308.9205,0.0668,7.5476,0.4698,1.1661
01/08/2016 07:00,28086.42,0.3127,4.453,233.0575,484.0417,0.0461,7.4966,0.4711,1.1646
01/08/2016 08:00,32702.24,0.2398,5.432,312.4475,603.0365,0.0465,7.3897,0.4908,1.162
01/08/2016 09:00,35788.17,0.222,6.023,344.5771,657.7912,0.055,7.2459,0.4731,1.1601
01/08/2016 10:00,36843.2,0.1937,6.362,340.3074,644.5929,0.053,7.0957,0.4556,1.1588
01/08/2016 11:00,37140,0.1811,6.467,290.676,564.3419,0.0554,6.9813,0.4201,1.1583
01/08/2016 12:00,34622.56,0.1642,6.335,211.2132,422.5092,0.0604,6.9324,0.4134,1.1585
01/08/2016 13:00,36134.82,0.142,5.654,104.0303,228.9917,0.0663,6.9473,0.4047,1.1597
01/08/2016 14:00,36555.58,0.1244,3.933,15.9688,39.8691,0.0683,6.9991,0.3776,1.1617
01/08/2016 15:00,36190.41,0.1195,3.001,0,0,0.0679,7.0587,0.3578,1.164
01/08/2016 16:00,37031.72,0.1086,2.628,0,0,0.0654,7.1195,0.3291,1.1664
01/08/2016 17:00,37773.7,0.0966,2.26,0,0,0.0591,7.1788,0.3009,1.1687
01/08/2016 18:00,35930.69,0.1216,1.897,0,0,0.0518,7.2364,0.2788,1.1709
01/08/2016 19:00,34710.46,0.076,1.554,0,0,0.0375,7.2829,0.2662,1.1728
01/08/2016 20:00,33907.65,0.0692,1.3,0,0,0.0303,7.318,0.2692,1.1745
01/08/2016 21:00,33048.69,0.0762,1.127,0,0,0.0244,7.3478,0.2664,1.1758
01/08/2016 22:00,33220.16,0.0785,0.933,0,0,0.0209,7.3726,0.288,1.1769
01/08/2016 23:00,32021.6,0.071,0.829,0,0,0.0204,7.395,0.3287,1.1782
01/09/2016 00:00,29906.93,0.0589,0.674,0,0,0.0218,7.419,0.3146,1.1794
01/09/2016 01:00,28061.98,0.05,0.457,0,0,0.0247,7.4451,0.3035,1.1805
01/09/2016 02:00,26808.78,0.0438,0.292,0,0,0.0255,7.4722,0.2945,1.1819
01/09/2016 03:00,25798.8,0.0356,0.041,0,0,0.0235,7.4982,0.3067,1.1842
01/09/2016 04:00,25820.46,0.0273,-0.246,1.3546,5.3451,0.0199,7.5209,0.3517,1.1867
01/09/2016 05:00,26035.77,0.0226,0.065,45.0966,103.2641,0.0176,7.5382,0.3114,1.1886
01/09/2016 06:00,26451.24,0.0177,1.912,172.7693,311.4005,0.014,7.5388,0.2176,1.1884
01/09/2016 07:00,26853.42,0.0156,3.682,318.6465,486.6692,0.0105,7.4981,0.1237,1.1843
01/09/2016 08:00,30627.32,0.0147,5.341,427.8314,605.7887,0.0076,7.4005,0.0925,1.1781
01/09/2016 09:00,33468.25,0.0121,6.489,476.3367,660.6048,0.0063,7.2583,0.0747,1.173
01/09/2016 10:00,34792.84,0.0107,7.195,471.8374,647.3854,0.0057,7.1005,0.0598,1.1693
01/09/2016 11:00,35382.85,0.01,7.502,408.1306,567.097,0.0052,6.9659,0.0594,1.167
01/09/2016 12:00,34131.49,0.009,7.345,291.8976,425.1323,0.0041,6.8838,0.077,1.1662
01/09/2016 13:00,33827.99,0.0082,6.178,141.7498,231.4175,0.0036,6.8594,0.1357,1.167
01/09/2016 14:00,33524.8,0.0072,3.751,18.7997,41.0482,0.0034,6.8598,0.281,1.169
01/09/2016 15:00,32951.39,0.0056,2.662,0,0,0.0032,6.8628,0.3413,1.1711
01/09/2016 16:00,33655.89,0.0041,2.078,0,0,0.0027,6.8655,0.3379,1.173
01/09/2016 17:00,35045.14,0.003,1.618,0,0,0.0023,6.8678,0.2993,1.175
01/09/2016 18:00,34407.27,0.0063,1.182,0,0,0.0058,6.8722,0.2348,1.1772
01/09/2016 19:00,33494.32,0.0051,0.806,0,0,0.0048,6.878,0.2131,1.1796
01/09/2016 20:00,32624.31,0.0039,0.535,0,0,0.0036,6.8828,0.2163,1.1816
01/09/2016 21:00,32097.79,0.0032,0.356,0,0,0.003,6.8866,0.2402,1.183
01/09/2016 22:00,32176.63,0.0031,0.229,0,0,0.0028,6.8901,0.2682,1.1838
01/09/2016 23:00,30760.17,0.0024,0.112,0,0,0.0021,6.8931,0.2553,1.1844
01/10/2016 00:00,28890.37,0.0018,0.052,0,0,0.0015,6.8953,0.2487,1.1847
01/10/2016 01:00,27133.75,0.0017,0.037,0,0,0.0013,6.8972,0.2567,1.1847
01/10/2016 02:00,25656.13,0.0021,0.039,0,0,0.001,6.8988,0.2336,1.1847
01/10/2016 03:00,24937.87,0.0035,-0.018,0,0,0.001,6.9003,0.1825,1.1852
01/10/2016 04:00,24538.16,0.0052,-0.072,2.4156,5.5934,0.0008,6.9016,0.2014,1.186
01/10/2016 05:00,24616.05,0.0102,0.631,56.8646,105.1616,0.0003,6.9021,0.3059,1.1863
01/10/2016 06:00,24478.14,0.0117,2.877,184.2712,314.0189,0.0001,6.8968,0.3084,1.1844
01/10/2016 07:00,23813.35,0.0099,4.983,299.3669,489.4429,0,6.8608,0.3422,1.1791
01/10/2016 08:00,24676.92,0.0128,6.769,367.1219,608.6524,0,6.765,0.4474,1.1717
01/10/2016 09:00,26693.26,0.0224,7.988,390.2576,663.5549,0,6.6225,0.5386,1.1655
01/10/2016 10:00,28136.07,0.0498,8.657,360.5702,650.3186,0,6.4706,0.5799,1.1612
01/10/2016 11:00,29059.35,0.0904,8.817,280.9438,569.9451,0,6.3431,0.6239,1.1589
01/10/2016 12:00,28947.35,0.1377,8.362,171.2441,427.8795,0,6.2645,0.6827,1.1587
01/10/2016 13:00,28944.66,0.1898,7.013,66.2877,233.9609,0,6.2389,0.7335,1.1599
01/10/2016 14:00,29089.83,0.2012,5.574,5.404,42.3098,0,6.2353,0.7701,1.1621
01/10/2016 15:00,29447.75,0.1701,5.086,0,0,0,6.2336,0.7945,1.1644
01/10/2016 16:00,30569.07,0.151,4.907,0,0,0,6.2316,0.8407,1.1659
01/10/2016 17:00,32006.15,0.1431,4.834,0,0,0,6.2293,0.8855,1.1669
01/10/2016 18:00,31706.26,0.4583,4.759,0,0,0.0004,6.227,0.908,1.1677
01/10/2016 19:00,31305.87,0.2957,4.691,0,0,0.0034,6.2263,0.9165,1.1685
01/10/2016 20:00,30870.26,0.2391,4.635,0,0,0.0032,6.2264,0.9143,1.1691
01/10/2016 21:00,30462.79,0.2436,4.599,0,0,0.0046,6.2273,0.9093,1.1692
01/10/2016 22:00,30537.75,0.2137,4.529,0,0,0.0125,6.2336,0.8958,1.1692
01/10/2016 23:00,28857.66,0.1672,4.482,0,0,0.0232,6.2499,0.8894,1.1692
01/11/2016 00:00,27130.75,0.1508,4.476,0,0,0.0206,6.2695,0.8803,1.169
01/11/2016 01:00,25403.4,0.1514,4.476,0,0,0.0231,6.2889,0.8341,1.1686
01/11/2016 02:00,24452.96,0.1473,4.442,0,0,0.0275,6.3125,0.7399,1.1685
01/11/2016 03:00,23959.85,0.1122,4.361,0,0,0.0193,6.3335,0.6681,1.169
01/11/2016 04:00,23839.28,0.0924,4.308,1.2886,5.8616,0.0156,6.3483,0.6402,1.1697
01/11/2016 05:00,24358.46,0.0855,4.622,24.2411,107.1705,0.0149,6.3591,0.6199,1.1701
01/11/2016 06:00,25800.81,0.0766,5.926,103.3209,316.7539,0.0126,6.3605,0.6007,1.1696
01/11/2016 07:00,27336.03,0.0688,7.117,196.7612,492.367,0.0113,6.3436,0.5711,1.1671
01/11/2016 08:00,32683.24,0.0678,8.238,274.8258,611.7095,0.0101,6.3043,0.5407,1.1629
01/11/2016 09:00,35710.94,0.0686,9.162,324.778,666.6306,0.0077,6.2418,0.5334,1.1589
01/11/2016 10:00,36707.21,0.0586,9.807,333.9473,653.4188,0.0049,6.1672,0.5948,1.1556
01/11/2016 11:00,37289.29,0.0423,10.133,294.1152,572.9856,0.0029,6.0968,0.65,1.1534
01/11/2016 12:00,35723.2,0.0298,10.026,210.5543,430.7684,0.0019,6.0475,0.6632,1.1524
01/11/2016 13:00,36053.2,0.0225,9.11,103.7164,236.6433,0.0013,6.0244,0.6247,1.1528
01/11/2016 14:00,36383.06,0.0169,7.378,16.2241,43.6568,0.0013,6.0197,0.5973,1.1545
01/11/2016 15:00,36013.19,0.0118,6.515,0,0,0.0009,6.0191,0.6196,1.1567
01/11/2016 16:00,36848.54,0.01,6.273,0,0,0.0008,6.0172,0.6166,1.159
01/11/2016 17:00,37368.4,0.0129,5.991,0,0,0.0007,6.0147,0.5247,1.1612
01/11/2016 18:00,35697.3,0.0076,5.675,0,0,0.0036,6.0138,0.417,1.1629
01/11/2016 19:00,34482.37,0.008,5.376,0,0,0.004,6.0149,0.4085,1.1643
01/11/2016 20:00,33526.95,0.0089,5.195,0,0,0.005,6.0168,0.421,1.1656
01/11/2016 21:00,32634.16,0.0091,5.098,0,0,0.0046,6.0182,0.3977,1.1662
01/11/2016 22:00,32791.35,0.0089,5.047,0,0,0.0034,6.0187,0.3952,1.1664
01/11/2016 23:00,31147.83,0.0074,5.018,0,0,0.0023,6.0186,0.4205,1.1664
01/12/2016 00:00,29161.64,0.0068,4.993,0,0,0.0015,6.018,0.4033,1.166
01/12/2016 01:00,27519.24,0.0051,4.942,0,0,0.0009,6.0161,0.3507,1.1654
01/12/2016 02:00,26256.43,0.0038,4.833,0,0,0.0007,6.0136,0.3568,1.1653
01/12/2016 03:00,25766.11,0.0031,4.735,0,0,0.0005,6.0116,0.3821,1.1657
01/12/2016 04:00,25808.92,0.0028,4.671,2.4059,6.1535,0.0005,6.0104,0.4064,1.1663
01/12/2016 05:00,26222.03,0.0023,5.235,46.4941,109.2941,0.0004,6.0089,0.5318,1.1664
01/12/2016 06:00,27290.07,0.0019,6.623,154.3508,319.6265,0.0002,5.9989,0.6422,1.1645
01/12/2016 07:00,28628.67,0.0013,8.107,265.7192,495.408,0.0001,5.9611,0.6431,1.1596
